model,val_acc,method,seed,distance,ece,mce,ace,piece,Confbin,Knnbin,Proximity_bin,Conf_normalize
beit_large_patch16_384,0.8838,ensemble_ts,2023,IVFFlat,0.021257309,0.01197787,0.021878484,0.030005277,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts,2023,IVFPQ,0.021257309,0.01197787,0.021878484,0.026265103,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts,2023,L2,0.021257309,0.01197787,0.021878484,0.030085087,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts_kde,2023,cosine,0.010627921,0.004250576,0.009684596,0.015176856,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts_kde,2023,IVFFlat,0.009775833,0.004094219,0.009716252,0.014994003,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts_kde,2023,IVFPQ,0.011408871,0.004498644,0.011253572,0.017432765,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts_kde,2023,L2,0.009701476,0.004096203,0.010041463,0.014608163,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning,2023,cosine,0.052511337,0.018119115,0.055499282,0.072052859,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning,2023,IVFFlat,0.052511337,0.018119115,0.055499282,0.072342449,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning,2023,IVFPQ,0.052511337,0.018119115,0.055499282,0.06252738,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning,2023,L2,0.052511337,0.018119115,0.055499282,0.072349434,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning_kde,2023,cosine,0.051647875,0.038319014,0.054382416,0.059534279,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning_kde,2023,IVFFlat,0.051646675,0.038359011,0.054246864,0.060204955,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning_kde,2023,IVFPQ,0.044756376,0.034399065,0.058274523,0.060888492,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning_kde,2023,L2,0.050948567,0.037719011,0.052799751,0.059345628,15,10,5,FALSE
beit_large_patch16_384,0.8838,isotonic_regression,2023,cosine,0.027083706,0.014609073,0.026263741,0.032672269,15,10,5,FALSE
beit_large_patch16_384,0.8838,isotonic_regression,2023,IVFFlat,0.027083706,0.014609073,0.026263741,0.0330755,15,10,5,FALSE
beit_large_patch16_384,0.8838,isotonic_regression,2023,IVFPQ,0.027083706,0.014609073,0.026263741,0.032803693,15,10,5,FALSE
beit_large_patch16_384,0.8838,isotonic_regression,2023,L2,0.027083706,0.014609073,0.026263741,0.032949863,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression,2023,cosine,0.00332989,0.001283768,0.006822351,0.016695386,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression,2023,IVFFlat,0.00332989,0.001283768,0.006822351,0.017328745,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression,2023,IVFPQ,0.00332989,0.001283768,0.006822351,0.015000947,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression,2023,L2,0.00332989,0.001283768,0.006822351,0.017261453,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression_kde,2023,cosine,0.003423462,0.001115839,0.004763132,0.011846856,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression_kde,2023,IVFFlat,0.003687674,0.001210386,0.003955915,0.012321257,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression_kde,2023,IVFPQ,0.00572187,0.002243771,0.006281991,0.013817841,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression_kde,2023,L2,0.003682734,0.001223979,0.004080683,0.012071278,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts,2023,cosine,0.010997792,0.004135921,0.011054546,0.017764061,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts,2023,IVFFlat,0.010997792,0.004135921,0.011054546,0.018143966,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts,2023,IVFPQ,0.010997792,0.004135921,0.011054546,0.016933372,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts,2023,L2,0.010997792,0.004135921,0.011054546,0.018087075,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_kde,2023,cosine,0.010089503,0.002854185,0.009921283,0.014765156,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_kde,2023,IVFFlat,0.009135962,0.002809782,0.008803241,0.0153146,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_kde,2023,IVFPQ,0.008927907,0.002517021,0.008747934,0.014025722,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_kde,2023,L2,0.009095203,0.002773677,0.00871948,0.015166902,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist,2023,cosine,0.033387056,0.018565396,0.033009201,0.036640826,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist,2023,IVFFlat,0.032354745,0.017907794,0.031655501,0.035226892,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist,2023,IVFPQ,0.032989102,0.018379454,0.032058288,0.037034411,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist,2023,L2,0.032357108,0.017909078,0.031658488,0.035143446,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist_kde,2023,cosine,0.015507187,0.008313184,0.014620831,0.020337668,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist_kde,2023,IVFFlat,0.014275624,0.007893882,0.013744672,0.019795781,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist_kde,2023,IVFPQ,0.016448802,0.008524598,0.01482738,0.02148858,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist_kde,2023,L2,0.014590468,0.007935333,0.01383436,0.019767725,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling,2023,cosine,0.029443617,0.006985216,0.030288148,0.035559826,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling,2023,IVFFlat,0.029443617,0.006985216,0.030288148,0.035943072,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling,2023,IVFPQ,0.029443617,0.006985216,0.030288148,0.031726901,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling,2023,L2,0.029443617,0.006985216,0.030288148,0.03583297,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling_kde,2023,cosine,0.013451312,0.006850384,0.014546212,0.018203201,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling_kde,2023,IVFFlat,0.013753511,0.006818997,0.013667772,0.019072943,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling_kde,2023,IVFPQ,0.014792788,0.007200295,0.014145804,0.019715445,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling_kde,2023,L2,0.013544961,0.006815311,0.013740821,0.019064594,15,10,5,FALSE
beit_large_patch16_384,0.8838,conf,2024,cosine,0.038541271,0.016360866,0.038331277,0.043406195,15,10,5,FALSE
beit_large_patch16_384,0.8838,conf,2024,IVFFlat,0.038541271,0.016360866,0.038331277,0.043458448,15,10,5,FALSE
beit_large_patch16_384,0.8838,conf,2024,IVFPQ,0.038541271,0.016360866,0.038331277,0.044507113,15,10,5,FALSE
beit_large_patch16_384,0.8838,conf,2024,L2,0.038541271,0.016360866,0.038331277,0.043307488,15,10,5,FALSE
beit_large_patch16_384,0.8838,conf_kde,2024,cosine,0.009187632,0.003694673,0.00816478,0.015122435,15,10,5,FALSE
beit_large_patch16_384,0.8838,conf_kde,2024,IVFFlat,0.009550302,0.00333478,0.009116992,0.01532891,15,10,5,FALSE
beit_large_patch16_384,0.8838,conf_kde,2024,IVFPQ,0.009865825,0.003451286,0.010952001,0.016150671,15,10,5,FALSE
beit_large_patch16_384,0.8838,conf_kde,2024,L2,0.009113476,0.003421784,0.008844113,0.0146861,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts,2024,cosine,0.022346403,0.012164761,0.02054056,0.029978879,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts,2024,IVFFlat,0.022346403,0.012164761,0.02054056,0.030020477,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts,2024,IVFPQ,0.022346403,0.012164761,0.02054056,0.029290909,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts,2024,L2,0.022346403,0.012164761,0.02054056,0.030051617,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts_kde,2024,cosine,0.010689631,0.005243717,0.009630321,0.016180145,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts_kde,2024,IVFFlat,0.010330302,0.004972751,0.009607145,0.015461777,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts_kde,2024,IVFPQ,0.010889873,0.004906904,0.01246995,0.017912784,15,10,5,FALSE
beit_large_patch16_384,0.8838,ensemble_ts_kde,2024,L2,0.010199712,0.004960988,0.00958785,0.015526088,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning,2024,cosine,0.054842773,0.015919104,0.060875903,0.071697328,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning,2024,IVFFlat,0.054842773,0.015919104,0.060875903,0.071917238,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning,2024,IVFPQ,0.054842773,0.015919104,0.060875903,0.063744996,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning,2024,L2,0.054842773,0.015919104,0.060875903,0.071844135,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning_kde,2024,cosine,0.05675343,0.040118689,0.059172332,0.064373643,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning_kde,2024,IVFFlat,0.056518536,0.039998682,0.059315624,0.064385114,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning_kde,2024,IVFPQ,0.045151017,0.03167843,0.057588762,0.060142646,15,10,5,FALSE
beit_large_patch16_384,0.8838,histogram_binning_kde,2024,L2,0.056898031,0.040358684,0.058782415,0.064533961,15,10,5,FALSE
beit_large_patch16_384,0.8838,isotonic_regression,2024,cosine,0.028380369,0.014279918,0.027376322,0.03445433,15,10,5,FALSE
beit_large_patch16_384,0.8838,isotonic_regression,2024,IVFFlat,0.028380369,0.014279918,0.027376322,0.034198403,15,10,5,FALSE
beit_large_patch16_384,0.8838,isotonic_regression,2024,IVFPQ,0.028380369,0.014279918,0.027376322,0.032122973,15,10,5,FALSE
beit_large_patch16_384,0.8838,isotonic_regression,2024,L2,0.028380369,0.014279918,0.027376322,0.034152939,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression,2024,cosine,0.006299519,0.001402596,0.007152608,0.018982956,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression,2024,IVFFlat,0.006299519,0.001402596,0.007152608,0.018785049,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression,2024,IVFPQ,0.006299519,0.001402596,0.007152608,0.017495629,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression,2024,L2,0.006299519,0.001402596,0.007152608,0.018782606,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression_kde,2024,cosine,0.007436817,0.001799359,0.010562222,0.016615475,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression_kde,2024,IVFFlat,0.007419717,0.002242552,0.010037365,0.016858023,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression_kde,2024,IVFPQ,0.007026916,0.001186622,0.007285913,0.015913039,15,10,5,FALSE
beit_large_patch16_384,0.8838,multi_isotonic_regression_kde,2024,L2,0.007436372,0.002253378,0.010011014,0.016814184,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts,2024,cosine,0.023171184,0.012245226,0.022940616,0.029105933,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts,2024,IVFFlat,0.023171184,0.012245226,0.022940616,0.028702523,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts,2024,IVFPQ,0.023171184,0.012245226,0.022940616,0.029013787,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts,2024,L2,0.023171184,0.012245226,0.022940616,0.028596008,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_kde,2024,cosine,0.012797435,0.005776144,0.011141944,0.016528125,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_kde,2024,IVFFlat,0.012600138,0.00557794,0.011184977,0.017604191,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_kde,2024,IVFPQ,0.011781275,0.005711799,0.010840052,0.016931625,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_kde,2024,L2,0.012724488,0.005612993,0.011189431,0.017639044,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist,2024,cosine,0.014629501,0.009460544,0.013960117,0.026468474,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist,2024,IVFFlat,0.017931101,0.010533162,0.017387093,0.032152858,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist,2024,IVFPQ,0.016916506,0.009843189,0.015974487,0.023266397,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist,2024,L2,0.01793154,0.010534303,0.017387007,0.032204175,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist_kde,2024,cosine,0.008349805,0.003617751,0.008862472,0.014867513,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist_kde,2024,IVFFlat,0.007616706,0.003357543,0.007967506,0.014075022,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist_kde,2024,IVFPQ,0.007378646,0.003144419,0.00930864,0.015823381,15,10,5,FALSE
beit_large_patch16_384,0.8838,pts_knndist_kde,2024,L2,0.007709409,0.003410757,0.008045723,0.014032433,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling,2024,cosine,0.030873387,0.007210941,0.03194809,0.036341953,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling,2024,IVFFlat,0.030873387,0.007210941,0.03194809,0.036294724,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling,2024,IVFPQ,0.030873387,0.007210941,0.03194809,0.032683095,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling,2024,L2,0.030873387,0.007210941,0.03194809,0.036294575,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling_kde,2024,cosine,0.013920551,0.007501524,0.012960964,0.019191245,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling_kde,2024,IVFFlat,0.012918545,0.007260099,0.012119196,0.017814188,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling_kde,2024,IVFPQ,0.013946532,0.007704247,0.013592182,0.01873608,15,10,5,FALSE
beit_large_patch16_384,0.8838,temperature_scaling_kde,2024,L2,0.013178826,0.007282015,0.012120964,0.017725865,15,10,5,FALSE
resnet50,0.81218,conf,2020,cosine,0.049503782,0.01030798,0.049978695,0.052656589,15,10,5,FALSE
resnet50,0.81218,conf,2020,IVFFlat,0.049503782,0.01030798,0.049978695,0.052637305,15,10,5,FALSE
resnet50,0.81218,conf,2020,IVFPQ,0.049503782,0.01030798,0.049978695,0.052090512,15,10,5,FALSE
resnet50,0.81218,conf,2020,L2,0.049503782,0.01030798,0.049978695,0.052286247,15,10,5,FALSE
resnet50,0.81218,conf_kde,2020,cosine,0.010447878,0.003053102,0.010776415,0.020395571,15,10,5,FALSE
resnet50,0.81218,conf_kde,2020,IVFFlat,0.010352294,0.002962021,0.011298852,0.019592726,15,10,5,FALSE
resnet50,0.81218,conf_kde,2020,IVFPQ,0.009326599,0.002734257,0.010956956,0.017759292,15,10,5,FALSE
resnet50,0.81218,conf_kde,2020,L2,0.01113206,0.003097062,0.011072367,0.020569667,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2020,cosine,0.025429988,0.005410176,0.034091376,0.03275777,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2020,IVFFlat,0.025429988,0.005410176,0.034091376,0.032531094,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2020,IVFPQ,0.025429988,0.005410176,0.034091376,0.030495961,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2020,L2,0.025429988,0.005410176,0.034091376,0.033001581,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2020,cosine,0.013411511,0.005409438,0.012524368,0.022089935,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2020,IVFFlat,0.013128121,0.005342112,0.013251641,0.021101992,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2020,IVFPQ,0.012167245,0.005421861,0.012959656,0.020269285,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2020,L2,0.013101911,0.00523441,0.012180683,0.021951071,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2020,cosine,0.088243333,0.038138686,0.09969805,0.096936073,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2020,IVFFlat,0.088243333,0.038138686,0.09969805,0.095074989,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2020,IVFPQ,0.088243333,0.038138686,0.09969805,0.092624518,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2020,L2,0.088243333,0.038138686,0.09969805,0.097393836,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2020,cosine,0.081709504,0.053526402,0.083132795,0.094009878,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2020,IVFFlat,0.08466158,0.057131545,0.090533846,0.096479604,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2020,IVFPQ,0.095014669,0.049449276,0.095486151,0.103172572,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2020,L2,0.082350498,0.056049673,0.086149176,0.099096048,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2020,cosine,0.043301272,0.020072907,0.043170907,0.048858841,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2020,IVFFlat,0.043301272,0.020072907,0.043170907,0.048350154,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2020,IVFPQ,0.043301272,0.020072907,0.043170907,0.048088101,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2020,L2,0.043301272,0.020072907,0.043170907,0.048913322,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2020,cosine,0.00879974,0.001603935,0.010467222,0.020350031,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2020,IVFFlat,0.00879974,0.001603935,0.010467222,0.019954371,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2020,IVFPQ,0.00879974,0.001603935,0.010467222,0.019754542,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2020,L2,0.00879974,0.001603935,0.010467222,0.020501044,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2020,cosine,0.007559718,0.001227809,0.010677256,0.016919337,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2020,IVFFlat,0.00785019,0.001352135,0.008275213,0.018162573,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2020,IVFPQ,0.008282775,0.001487281,0.009092319,0.017688462,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2020,L2,0.00761115,0.001193977,0.010238441,0.017915295,15,10,5,FALSE
resnet50,0.81218,pts,2020,cosine,0.107059959,0.05850585,0.107059924,0.107802713,15,10,5,FALSE
resnet50,0.81218,pts,2020,IVFFlat,0.107059959,0.05850585,0.107059924,0.107517117,15,10,5,FALSE
resnet50,0.81218,pts,2020,IVFPQ,0.107059959,0.05850585,0.107059924,0.107658679,15,10,5,FALSE
resnet50,0.81218,pts,2020,L2,0.107059959,0.05850585,0.107059924,0.107741536,15,10,5,FALSE
resnet50,0.81218,pts_kde,2020,cosine,0.035773124,0.020384834,0.033545126,0.040185257,15,10,5,FALSE
resnet50,0.81218,pts_kde,2020,IVFFlat,0.035925068,0.021392198,0.033530039,0.040431844,15,10,5,FALSE
resnet50,0.81218,pts_kde,2020,IVFPQ,0.035834906,0.022164599,0.032731545,0.041681534,15,10,5,FALSE
resnet50,0.81218,pts_kde,2020,L2,0.035904596,0.020310014,0.033480466,0.040704963,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2020,cosine,0.054106753,0.026060557,0.0528228,0.057316598,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2020,IVFFlat,0.053427092,0.025364872,0.051978371,0.05631991,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2020,IVFPQ,0.053971378,0.025708104,0.052311993,0.056370867,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2020,L2,0.053474057,0.025359615,0.051975433,0.056510801,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2020,cosine,0.016440086,0.007894268,0.014712348,0.023364423,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2020,IVFFlat,0.015936612,0.007681925,0.014819299,0.024605609,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2020,IVFPQ,0.014572954,0.007839752,0.01619534,0.022851362,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2020,L2,0.016364832,0.007564035,0.014715953,0.025020359,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2020,cosine,0.044814029,0.021592489,0.043794468,0.04792675,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2020,IVFFlat,0.044814029,0.021592489,0.043794468,0.047963763,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2020,IVFPQ,0.044814029,0.021592489,0.043794468,0.048718654,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2020,L2,0.044814029,0.021592489,0.043794468,0.048180758,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2020,cosine,0.01484018,0.006053888,0.01232054,0.022217592,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2020,IVFFlat,0.014943021,0.006149243,0.012687401,0.02183229,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2020,IVFPQ,0.01377699,0.006361255,0.013512641,0.022155607,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2020,L2,0.015522577,0.005928102,0.012370894,0.02275608,15,10,5,FALSE
resnet50,0.81218,conf,2021,cosine,0.049263535,0.011237251,0.049149492,0.052752393,15,10,5,FALSE
resnet50,0.81218,conf,2021,IVFFlat,0.049263535,0.011237251,0.049149492,0.052603367,15,10,5,FALSE
resnet50,0.81218,conf,2021,IVFPQ,0.049263535,0.011237251,0.049149492,0.052505991,15,10,5,FALSE
resnet50,0.81218,conf,2021,L2,0.049263535,0.011237251,0.049149492,0.052021911,15,10,5,FALSE
resnet50,0.81218,conf_kde,2021,cosine,0.011604432,0.00445396,0.011417626,0.022330805,15,10,5,FALSE
resnet50,0.81218,conf_kde,2021,IVFFlat,0.012089639,0.004357627,0.012149945,0.021512584,15,10,5,FALSE
resnet50,0.81218,conf_kde,2021,IVFPQ,0.011699169,0.004058825,0.0124628,0.021252683,15,10,5,FALSE
resnet50,0.81218,conf_kde,2021,L2,0.01187931,0.004474278,0.011339436,0.020960295,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2021,cosine,0.024839123,0.00554447,0.034732531,0.033431544,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2021,IVFFlat,0.024839123,0.00554447,0.034732531,0.033355449,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2021,IVFPQ,0.024839123,0.00554447,0.034732531,0.031460188,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2021,L2,0.024839123,0.00554447,0.034732531,0.033183341,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2021,cosine,0.015403315,0.006674086,0.016206892,0.025368053,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2021,IVFFlat,0.015473213,0.006363304,0.014533592,0.025239756,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2021,IVFPQ,0.014993441,0.006386238,0.015530467,0.024802165,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2021,L2,0.015322561,0.006644839,0.014953463,0.024958441,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2021,cosine,0.089422415,0.036833773,0.096291499,0.096510264,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2021,IVFFlat,0.089422415,0.036833773,0.096291499,0.094514072,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2021,IVFPQ,0.089422415,0.036833773,0.096291499,0.09349763,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2021,L2,0.089422415,0.036833773,0.096291499,0.096198396,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2021,cosine,0.076932909,0.052931104,0.084176301,0.096690652,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2021,IVFFlat,0.080431039,0.05421179,0.08651925,0.100674292,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2021,IVFPQ,0.088005578,0.046573334,0.089704272,0.096166826,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2021,L2,0.074632536,0.052811462,0.082217915,0.096889039,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2021,cosine,0.046114831,0.021051053,0.044841702,0.049524429,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2021,IVFFlat,0.046114831,0.021051053,0.044841702,0.049576746,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2021,IVFPQ,0.046114831,0.021051053,0.044841702,0.049825078,15,10,5,FALSE
