model,val_acc,method,seed,distance,ece,mce,ace,piece,Confbin,Knnbin,Proximity_bin,Conf_normalize
resnet50,0.81218,isotonic_regression,2021,L2,0.046114831,0.021051053,0.044841702,0.049559145,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2021,cosine,0.010719235,0.001435976,0.011332957,0.022753509,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2021,IVFFlat,0.010719235,0.001435976,0.011332957,0.022218299,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2021,IVFPQ,0.010719235,0.001435976,0.011332957,0.021082299,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2021,L2,0.010719235,0.001435976,0.011332957,0.021591065,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2021,cosine,0.011128222,0.001612259,0.009959081,0.022049342,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2021,IVFFlat,0.012031655,0.001890663,0.010992583,0.021944061,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2021,IVFPQ,0.011297172,0.001995828,0.011373949,0.021116882,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2021,L2,0.011634445,0.001621689,0.011212067,0.021037311,15,10,5,FALSE
resnet50,0.81218,pts,2021,cosine,0.01648485,0.003315044,0.015125798,0.029951622,15,10,5,FALSE
resnet50,0.81218,pts,2021,IVFFlat,0.01648485,0.003315044,0.015125798,0.028957551,15,10,5,FALSE
resnet50,0.81218,pts,2021,IVFPQ,0.01648485,0.003315044,0.015125798,0.026147928,15,10,5,FALSE
resnet50,0.81218,pts,2021,L2,0.01648485,0.003315044,0.015125798,0.029792283,15,10,5,FALSE
resnet50,0.81218,pts_kde,2021,cosine,0.00696133,0.002293225,0.008109048,0.019896799,15,10,5,FALSE
resnet50,0.81218,pts_kde,2021,IVFFlat,0.007151842,0.002787844,0.008353458,0.019208773,15,10,5,FALSE
resnet50,0.81218,pts_kde,2021,IVFPQ,0.008110885,0.003074913,0.007269263,0.020885316,15,10,5,FALSE
resnet50,0.81218,pts_kde,2021,L2,0.007092421,0.002557164,0.008118161,0.019966683,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2021,cosine,0.041500737,0.019206059,0.03988672,0.046663103,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2021,IVFFlat,0.039191458,0.017981657,0.038031334,0.044315926,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2021,IVFPQ,0.039879595,0.018223393,0.038191214,0.045320688,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2021,L2,0.039221692,0.017984311,0.038013071,0.04404999,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2021,cosine,0.013881594,0.006254734,0.013409721,0.025475819,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2021,IVFFlat,0.013378265,0.005434942,0.011847659,0.024693156,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2021,IVFPQ,0.014888057,0.005392778,0.015325064,0.024035937,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2021,L2,0.0132656,0.005574446,0.012558512,0.024020846,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2021,cosine,0.046844823,0.023689864,0.045954817,0.050753356,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2021,IVFFlat,0.046844823,0.023689864,0.045954817,0.051346319,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2021,IVFPQ,0.046844823,0.023689864,0.045954817,0.051195141,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2021,L2,0.046844823,0.023689864,0.045954817,0.050596268,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2021,cosine,0.017658255,0.007798437,0.017249467,0.026351934,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2021,IVFFlat,0.01678048,0.007830827,0.016068019,0.025801183,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2021,IVFPQ,0.016855376,0.007669191,0.016026061,0.02560738,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2021,L2,0.016931281,0.007807098,0.016418955,0.025859327,15,10,5,FALSE
resnet50,0.81218,conf,2022,cosine,0.04742202,0.011782811,0.047469767,0.050059689,15,10,5,FALSE
resnet50,0.81218,conf,2022,IVFFlat,0.04742202,0.011782811,0.047469767,0.050381876,15,10,5,FALSE
resnet50,0.81218,conf,2022,IVFPQ,0.04742202,0.011782811,0.047469767,0.051177789,15,10,5,FALSE
resnet50,0.81218,conf,2022,L2,0.04742202,0.011782811,0.047469767,0.05004251,15,10,5,FALSE
resnet50,0.81218,conf_kde,2022,cosine,0.012316795,0.004669752,0.011208996,0.021656541,15,10,5,FALSE
resnet50,0.81218,conf_kde,2022,IVFFlat,0.012660565,0.00462753,0.011326363,0.022334799,15,10,5,FALSE
resnet50,0.81218,conf_kde,2022,IVFPQ,0.013123671,0.004494843,0.01318146,0.023533684,15,10,5,FALSE
resnet50,0.81218,conf_kde,2022,L2,0.012680151,0.004767022,0.011363493,0.022183007,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2022,cosine,0.023753659,0.005599079,0.034274423,0.032317083,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2022,IVFFlat,0.023753659,0.005599079,0.034274423,0.033143308,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2022,IVFPQ,0.023753659,0.005599079,0.034274423,0.032835702,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2022,L2,0.023753659,0.005599079,0.034274423,0.032298314,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2022,cosine,0.016950504,0.007328123,0.015753327,0.026850893,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2022,IVFFlat,0.01678493,0.007473885,0.01547395,0.027640672,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2022,IVFPQ,0.017980111,0.007039399,0.017742456,0.027798775,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2022,L2,0.016711825,0.00725424,0.016279038,0.027379048,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2022,cosine,0.089140771,0.038270742,0.097855558,0.097125903,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2022,IVFFlat,0.089140771,0.038270742,0.097855558,0.095132472,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2022,IVFPQ,0.089140771,0.038270742,0.097855558,0.09234634,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2022,L2,0.089140771,0.038270742,0.097855558,0.097218977,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2022,cosine,0.077714827,0.052967734,0.084159611,0.09494782,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2022,IVFFlat,0.081867477,0.053528844,0.084928095,0.093990699,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2022,IVFPQ,0.090826636,0.046930639,0.093833471,0.096321637,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2022,L2,0.078552269,0.054088063,0.085811848,0.095414513,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2022,cosine,0.047915554,0.021198849,0.04437154,0.052319879,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2022,IVFFlat,0.047915554,0.021198849,0.04437154,0.05189414,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2022,IVFPQ,0.047915554,0.021198849,0.04437154,0.051595172,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2022,L2,0.047915554,0.021198849,0.04437154,0.052318435,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2022,cosine,0.009672573,0.001723992,0.011437534,0.020003697,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2022,IVFFlat,0.009672573,0.001723992,0.011437534,0.020640232,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2022,IVFPQ,0.009672573,0.001723992,0.011437534,0.023054416,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2022,L2,0.009672573,0.001723992,0.011437534,0.019934334,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2022,cosine,0.012143529,0.001884424,0.011265015,0.022278971,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2022,IVFFlat,0.012036857,0.001898414,0.01103051,0.021060424,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2022,IVFPQ,0.010323811,0.001466497,0.010081964,0.022641494,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2022,L2,0.01201542,0.001877568,0.011254997,0.022269626,15,10,5,FALSE
resnet50,0.81218,pts,2022,cosine,0.029604394,0.012033759,0.029610433,0.034213278,15,10,5,FALSE
resnet50,0.81218,pts,2022,IVFFlat,0.029604394,0.012033759,0.029610433,0.033977782,15,10,5,FALSE
resnet50,0.81218,pts,2022,IVFPQ,0.029604394,0.012033759,0.029610433,0.03538265,15,10,5,FALSE
resnet50,0.81218,pts,2022,L2,0.029604394,0.012033759,0.029610433,0.03361655,15,10,5,FALSE
resnet50,0.81218,pts_kde,2022,cosine,0.013324637,0.005125931,0.012990921,0.024045527,15,10,5,FALSE
resnet50,0.81218,pts_kde,2022,IVFFlat,0.013764826,0.005077226,0.013099122,0.024448561,15,10,5,FALSE
resnet50,0.81218,pts_kde,2022,IVFPQ,0.014775548,0.004766333,0.015152069,0.024268048,15,10,5,FALSE
resnet50,0.81218,pts_kde,2022,L2,0.013879449,0.005082348,0.012741728,0.023860311,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2022,cosine,0.023963572,0.005361478,0.02312596,0.029583429,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2022,IVFFlat,0.023393502,0.005367008,0.023407648,0.031615949,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2022,IVFPQ,0.02335776,0.005325776,0.023414093,0.031250207,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2022,L2,0.02336674,0.005316823,0.023228793,0.031152945,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2022,cosine,0.01376284,0.004719266,0.013191698,0.024021447,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2022,IVFFlat,0.013657467,0.00408001,0.013716965,0.023920564,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2022,IVFPQ,0.014149847,0.004509052,0.014126877,0.023490695,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2022,L2,0.013765384,0.004200581,0.013787334,0.024094377,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2022,cosine,0.048693775,0.023650572,0.048759122,0.052268146,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2022,IVFFlat,0.048693775,0.023650572,0.048759122,0.052952068,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2022,IVFPQ,0.048693775,0.023650572,0.048759122,0.053191915,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2022,L2,0.048693775,0.023650572,0.048759122,0.05244702,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2022,cosine,0.017042557,0.008005385,0.017103922,0.026924737,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2022,IVFFlat,0.01772016,0.008064997,0.016070133,0.028298655,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2022,IVFPQ,0.01899318,0.008123393,0.018971437,0.028683411,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2022,L2,0.017597797,0.007933711,0.016827248,0.027303122,15,10,5,FALSE
resnet50,0.81218,conf,2023,cosine,0.04897095,0.011239311,0.048658055,0.052473704,15,10,5,FALSE
resnet50,0.81218,conf,2023,IVFFlat,0.04897095,0.011239311,0.048658055,0.05191823,15,10,5,FALSE
resnet50,0.81218,conf,2023,IVFPQ,0.04897095,0.011239311,0.048658055,0.051537011,15,10,5,FALSE
resnet50,0.81218,conf,2023,L2,0.04897095,0.011239311,0.048658055,0.05238793,15,10,5,FALSE
resnet50,0.81218,conf_kde,2023,cosine,0.008391307,0.003683819,0.007805313,0.019470755,15,10,5,FALSE
resnet50,0.81218,conf_kde,2023,IVFFlat,0.00738781,0.003627055,0.00809383,0.018661584,15,10,5,FALSE
resnet50,0.81218,conf_kde,2023,IVFPQ,0.006878382,0.00327051,0.008536345,0.017775592,15,10,5,FALSE
resnet50,0.81218,conf_kde,2023,L2,0.007683531,0.003689419,0.008521007,0.019150298,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2023,cosine,0.02391266,0.003986123,0.031939318,0.031852094,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2023,IVFFlat,0.02391266,0.003986123,0.031939318,0.03170809,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2023,IVFPQ,0.02391266,0.003986123,0.031939318,0.029806182,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2023,L2,0.02391266,0.003986123,0.031939318,0.032568523,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2023,cosine,0.012265268,0.00519488,0.011628595,0.021831944,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2023,IVFFlat,0.01171129,0.005020876,0.011719718,0.020701544,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2023,IVFPQ,0.012147968,0.005029354,0.01069226,0.022449207,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2023,L2,0.012270156,0.005107714,0.01176332,0.020790789,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2023,cosine,0.094152554,0.039377339,0.102363577,0.101213528,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2023,IVFFlat,0.094152554,0.039377339,0.102363577,0.099534332,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2023,IVFPQ,0.094152554,0.039377339,0.102363577,0.096880514,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2023,L2,0.094152554,0.039377339,0.102363577,0.101598271,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2023,cosine,0.078802745,0.052652419,0.084246284,0.097592755,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2023,IVFFlat,0.084771329,0.054412747,0.08798213,0.098300122,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2023,IVFPQ,0.093160377,0.048292394,0.095312425,0.100320673,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2023,L2,0.078976649,0.053052115,0.08574611,0.097639239,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2023,cosine,0.042077993,0.019818607,0.042188859,0.04742743,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2023,IVFFlat,0.042077993,0.019818607,0.042188859,0.046705985,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2023,IVFPQ,0.042077993,0.019818607,0.042188859,0.046876008,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2023,L2,0.042077993,0.019818607,0.042188859,0.047411365,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2023,cosine,0.010307222,0.001609434,0.010071167,0.021751217,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2023,IVFFlat,0.010307222,0.001609434,0.010071167,0.021133298,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2023,IVFPQ,0.010307222,0.001609434,0.010071167,0.018695944,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2023,L2,0.010307222,0.001609434,0.010071167,0.021859444,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2023,cosine,0.010323726,0.0014253,0.010121626,0.01813767,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2023,IVFFlat,0.010068511,0.001556822,0.009560173,0.018316329,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2023,IVFPQ,0.011422956,0.0014938,0.011127222,0.019507278,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2023,L2,0.01037502,0.001710271,0.010518059,0.01778574,15,10,5,FALSE
resnet50,0.81218,pts,2023,cosine,0.013480006,0.004344192,0.014128576,0.022861792,15,10,5,FALSE
resnet50,0.81218,pts,2023,IVFFlat,0.013480006,0.004344192,0.014128576,0.02392689,15,10,5,FALSE
resnet50,0.81218,pts,2023,IVFPQ,0.013480006,0.004344192,0.014128576,0.022844868,15,10,5,FALSE
resnet50,0.81218,pts,2023,L2,0.013480006,0.004344192,0.014128576,0.022790786,15,10,5,FALSE
resnet50,0.81218,pts_kde,2023,cosine,0.008567373,0.002431253,0.009321299,0.019893145,15,10,5,FALSE
resnet50,0.81218,pts_kde,2023,IVFFlat,0.007903582,0.002292218,0.008024165,0.021561583,15,10,5,FALSE
resnet50,0.81218,pts_kde,2023,IVFPQ,0.009339537,0.002379862,0.008753385,0.02072433,15,10,5,FALSE
resnet50,0.81218,pts_kde,2023,L2,0.007793536,0.002304488,0.008337884,0.021097924,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2023,cosine,0.036413359,0.016602614,0.036483601,0.040410871,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2023,IVFFlat,0.03138502,0.012437464,0.031200501,0.036180353,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2023,IVFPQ,0.0318207,0.012791657,0.031394716,0.036199584,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2023,L2,0.030983174,0.012188321,0.030685988,0.035917772,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2023,cosine,0.011137901,0.00521586,0.010143951,0.020191307,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2023,IVFFlat,0.010304334,0.004250815,0.008651408,0.020458674,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2023,IVFPQ,0.0099821,0.004147533,0.008071704,0.020264753,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2023,L2,0.010212923,0.004552713,0.008918881,0.020879622,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2023,cosine,0.044649272,0.021742688,0.044740759,0.048763466,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2023,IVFFlat,0.044649272,0.021742688,0.044740759,0.049086154,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2023,IVFPQ,0.044649272,0.021742688,0.044740759,0.048451944,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2023,L2,0.044649272,0.021742688,0.044740759,0.049366972,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2023,cosine,0.013732609,0.006103013,0.012396209,0.022353394,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2023,IVFFlat,0.013311918,0.005817042,0.012388984,0.021574474,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2023,IVFPQ,0.013827715,0.006078382,0.011544184,0.022772359,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2023,L2,0.012720797,0.005935323,0.01265467,0.022093946,15,10,5,FALSE
resnet50,0.81218,conf,2024,cosine,0.0484856,0.01049393,0.049014251,0.050942049,15,10,5,FALSE
resnet50,0.81218,conf,2024,IVFFlat,0.0484856,0.01049393,0.049014251,0.050557555,15,10,5,FALSE
resnet50,0.81218,conf,2024,IVFPQ,0.0484856,0.01049393,0.049014251,0.051632974,15,10,5,FALSE
resnet50,0.81218,conf,2024,L2,0.0484856,0.01049393,0.049014251,0.050742387,15,10,5,FALSE
resnet50,0.81218,conf_kde,2024,cosine,0.010808105,0.003075031,0.012754601,0.016878908,15,10,5,FALSE
resnet50,0.81218,conf_kde,2024,IVFFlat,0.011046692,0.0029144,0.013738337,0.01858632,15,10,5,FALSE
resnet50,0.81218,conf_kde,2024,IVFPQ,0.010532483,0.002883777,0.012574326,0.022500741,15,10,5,FALSE
resnet50,0.81218,conf_kde,2024,L2,0.010967015,0.002976973,0.012958626,0.017641073,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2024,cosine,0.027903888,0.00607786,0.034041316,0.032878122,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2024,IVFFlat,0.027903888,0.00607786,0.034041316,0.032366929,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2024,IVFPQ,0.027903888,0.00607786,0.034041316,0.033061281,15,10,5,FALSE
resnet50,0.81218,ensemble_ts,2024,L2,0.027903888,0.00607786,0.034041316,0.032596145,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2024,cosine,0.014205835,0.006496664,0.013531834,0.021492863,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2024,IVFFlat,0.013292811,0.006386285,0.013288882,0.021927328,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2024,IVFPQ,0.013672458,0.006545277,0.014701789,0.024325215,15,10,5,FALSE
resnet50,0.81218,ensemble_ts_kde,2024,L2,0.013824443,0.006381842,0.013929594,0.021647239,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2024,cosine,0.093365766,0.038653048,0.102635905,0.101886713,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2024,IVFFlat,0.093365766,0.038653048,0.102635905,0.100630675,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2024,IVFPQ,0.093365766,0.038653048,0.102635905,0.097439855,15,10,5,FALSE
resnet50,0.81218,histogram_binning,2024,L2,0.093365766,0.038653048,0.102635905,0.101650425,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2024,cosine,0.081838794,0.053007975,0.086021613,0.092615535,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2024,IVFFlat,0.086011637,0.055089975,0.087502147,0.097084702,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2024,IVFPQ,0.09182569,0.04689292,0.093764643,0.098162256,15,10,5,FALSE
resnet50,0.81218,histogram_binning_kde,2024,L2,0.082905216,0.053807575,0.086542877,0.093332939,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2024,cosine,0.043914614,0.019965877,0.043844497,0.049342349,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2024,IVFFlat,0.043914614,0.019965877,0.043844497,0.049596852,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2024,IVFPQ,0.043914614,0.019965877,0.043844497,0.048169073,15,10,5,FALSE
resnet50,0.81218,isotonic_regression,2024,L2,0.043914614,0.019965877,0.043844497,0.049272885,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2024,cosine,0.010358619,0.00138024,0.009870648,0.018361473,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2024,IVFFlat,0.010358619,0.00138024,0.009870648,0.020119204,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2024,IVFPQ,0.010358619,0.00138024,0.009870648,0.022656019,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression,2024,L2,0.010358619,0.00138024,0.009870648,0.019131199,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2024,cosine,0.009989089,0.001613218,0.010786777,0.019832342,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2024,IVFFlat,0.009610916,0.001620764,0.009766078,0.021668137,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2024,IVFPQ,0.007947958,0.001816851,0.007411526,0.022171042,15,10,5,FALSE
resnet50,0.81218,multi_isotonic_regression_kde,2024,L2,0.01062649,0.001812961,0.010835049,0.019882783,15,10,5,FALSE
resnet50,0.81218,pts,2024,cosine,0.032311008,0.011007658,0.031513985,0.043562709,15,10,5,FALSE
resnet50,0.81218,pts,2024,IVFFlat,0.032311008,0.011007658,0.031513985,0.043964137,15,10,5,FALSE
resnet50,0.81218,pts,2024,IVFPQ,0.032311008,0.011007658,0.031513985,0.039812873,15,10,5,FALSE
resnet50,0.81218,pts,2024,L2,0.032311008,0.011007658,0.031513985,0.043930591,15,10,5,FALSE
resnet50,0.81218,pts_kde,2024,cosine,0.009216211,0.003279345,0.009269313,0.017646785,15,10,5,FALSE
resnet50,0.81218,pts_kde,2024,IVFFlat,0.00978026,0.003418606,0.010015249,0.018645532,15,10,5,FALSE
resnet50,0.81218,pts_kde,2024,IVFPQ,0.011014742,0.002996833,0.013878117,0.022051669,15,10,5,FALSE
resnet50,0.81218,pts_kde,2024,L2,0.01040352,0.003543859,0.009606528,0.019690302,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2024,cosine,0.037222263,0.017250086,0.036266931,0.042005755,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2024,IVFFlat,0.037583736,0.017608437,0.036538695,0.041873773,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2024,IVFPQ,0.034033428,0.015948446,0.034115553,0.039410383,15,10,5,FALSE
resnet50,0.81218,pts_knndist,2024,L2,0.037552709,0.017609329,0.036627484,0.041279835,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2024,cosine,0.011605407,0.004420094,0.011688399,0.019677498,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2024,IVFFlat,0.011059025,0.004511346,0.011447516,0.020738685,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2024,IVFPQ,0.010878248,0.003992187,0.011795985,0.022262426,15,10,5,FALSE
resnet50,0.81218,pts_knndist_kde,2024,L2,0.011403542,0.004675788,0.011108247,0.01941774,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2024,cosine,0.045755421,0.022656085,0.045314767,0.048969463,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2024,IVFFlat,0.045755421,0.022656085,0.045314767,0.04882591,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2024,IVFPQ,0.045755421,0.022656085,0.045314767,0.050443632,15,10,5,FALSE
resnet50,0.81218,temperature_scaling,2024,L2,0.045755421,0.022656085,0.045314767,0.048819398,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2024,cosine,0.015417661,0.007286917,0.014419977,0.022662749,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2024,IVFFlat,0.014708354,0.007280379,0.014423718,0.023160473,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2024,IVFPQ,0.01452996,0.007162441,0.01506586,0.025272805,15,10,5,FALSE
resnet50,0.81218,temperature_scaling_kde,2024,L2,0.01461479,0.007188906,0.014668112,0.022499025,15,10,5,FALSE
